predict_datetime,link_id,predict_arrive_time
2016-03-04 00:30:00,8421,2016-03-04 00:34:05
2016-03-04 00:40:00,5566,2016-03-04 00:40:19
2016-03-04 00:40:00,2532,2016-03-04 00:40:23
2016-03-04 00:40:00,9244,2016-03-04 00:40:31
2016-03-04 00:40:00,9525,2016-03-04 00:40:33
2016-03-04 00:40:00,9813,2016-03-04 00:40:34
2016-03-04 00:40:00,8243,2016-03-04 00:40:37
2016-03-04 00:40:00,7243,2016-03-04 00:40:44
2016-03-04 00:40:00,7934,2016-03-04 00:40:49
2016-03-04 00:40:00,7886,2016-03-04 00:41:24
2016-03-04 00:40:00,9063,2016-03-04 00:41:40
2016-03-04 00:40:00,0163,2016-03-04 00:42:09
2016-03-04 00:40:00,4514,2016-03-04 00:42:17
2016-03-04 00:40:00,4594,2016-03-04 00:43:17
2016-03-04 00:40:00,5594,2016-03-04 00:43:20
2016-03-04 00:40:00,5334,2016-03-04 00:43:24
2016-03-04 00:40:00,6334,2016-03-04 00:43:30
2016-03-04 00:40:00,8421,2016-03-04 00:43:51
2016-03-04 00:50:00,5566,2016-03-04 00:50:16
2016-03-04 00:50:00,2532,2016-03-04 00:50:20
2016-03-04 00:50:00,9244,2016-03-04 00:50:29
2016-03-04 00:50:00,9525,2016-03-04 00:50:31
2016-03-04 00:50:00,9813,2016-03-04 00:50:32
2016-03-04 00:50:00,8243,2016-03-04 00:50:37
2016-03-04 00:50:00,7243,2016-03-04 00:51:04
2016-03-04 00:50:00,7934,2016-03-04 00:51:09
2016-03-04 00:50:00,7886,2016-03-04 00:51:41
2016-03-04 00:50:00,9063,2016-03-04 00:51:56
2016-03-04 00:50:00,0163,2016-03-04 00:52:26
2016-03-04 00:50:00,4514,2016-03-04 00:52:34
2016-03-04 00:50:00,4594,2016-03-04 00:53:15
2016-03-04 00:50:00,5594,2016-03-04 00:53:21
2016-03-04 00:50:00,5334,2016-03-04 00:53:37
2016-03-04 00:50:00,6334,2016-03-04 00:54:00
2016-03-04 00:50:00,8421,2016-03-04 00:54:26
2016-03-04 01:00:00,5566,2016-03-04 01:00:22
2016-03-04 01:00:00,2532,2016-03-04 01:00:27
2016-03-04 01:00:00,9244,2016-03-04 01:00:38
2016-03-04 01:00:00,9525,2016-03-04 01:00:41
2016-03-04 01:00:00,9813,2016-03-04 01:00:43
2016-03-04 01:00:00,8243,2016-03-04 01:00:49
2016-03-04 01:00:00,7243,2016-03-04 01:00:55
2016-03-04 01:00:00,7934,2016-03-04 01:01:00
2016-03-04 01:00:00,7886,2016-03-04 01:01:28
2016-03-04 01:00:00,9063,2016-03-04 01:01:41
2016-03-04 01:00:00,0163,2016-03-04 01:02:58
2016-03-04 01:00:00,4514,2016-03-04 01:03:07
2016-03-04 01:00:00,4594,2016-03-04 01:03:32
2016-03-04 01:00:00,5594,2016-03-04 01:03:34
2016-03-04 01:00:00,5334,2016-03-04 01:04:21
2016-03-04 01:00:00,6334,2016-03-04 01:04:28
2016-03-04 01:00:00,8421,2016-03-04 01:04:51
2016-03-04 01:10:00,5566,2016-03-04 01:10:18
2016-03-04 01:10:00,2532,2016-03-04 01:10:22
2016-03-04 01:10:00,9244,2016-03-04 01:10:34
2016-03-04 01:10:00,9525,2016-03-04 01:10:37
2016-03-04 01:10:00,9813,2016-03-04 01:10:39
2016-03-04 01:10:00,8243,2016-03-04 01:10:44
2016-03-04 01:10:00,7243,2016-03-04 01:10:50
2016-03-04 01:10:00,7934,2016-03-04 01:10:54
2016-03-04 01:10:00,7886,2016-03-04 01:11:18
2016-03-04 01:10:00,9063,2016-03-04 01:11:30
2016-03-04 01:10:00,0163,2016-03-04 01:11:53
2016-03-04 01:10:00,4514,2016-03-04 01:12:01
2016-03-04 01:10:00,4594,2016-03-04 01:12:32
2016-03-04 01:10:00,5594,2016-03-04 01:12:36
2016-03-04 01:10:00,5334,2016-03-04 01:12:45
2016-03-04 01:10:00,6334,2016-03-04 01:12:50
2016-03-04 01:10:00,8421,2016-03-04 01:13:20
2016-03-04 01:20:00,5566,2016-03-04 01:20:20
2016-03-04 01:20:00,2532,2016-03-04 01:20:23
2016-03-04 01:20:00,9244,2016-03-04 01:20:32
2016-03-04 01:20:00,9525,2016-03-04 01:20:34
2016-03-04 01:20:00,9813,2016-03-04 01:20:35
2016-03-04 01:20:00,8243,2016-03-04 01:20:40
2016-03-04 01:20:00,7243,2016-03-04 01:20:46
2016-03-04 01:20:00,7934,2016-03-04 01:20:49
2016-03-04 01:20:00,7886,2016-03-04 01:21:10
2016-03-04 01:20:00,9063,2016-03-04 01:21:20
2016-03-04 01:20:00,0163,2016-03-04 01:21:37
2016-03-04 01:20:00,4514,2016-03-04 01:21:44
2016-03-04 01:20:00,4594,2016-03-04 01:22:34
2016-03-04 01:20:00,5594,2016-03-04 01:22:42
2016-03-04 01:20:00,5334,2016-03-04 01:22:50
2016-03-04 01:20:00,6334,2016-03-04 01:22:56
2016-03-04 01:20:00,8421,2016-03-04 01:23:13
2016-03-04 01:30:00,5566,2016-03-04 01:30:13
2016-03-04 01:30:00,2532,2016-03-04 01:30:16
2016-03-04 01:30:00,9244,2016-03-04 01:30:23
2016-03-04 01:30:00,9525,2016-03-04 01:30:26
2016-03-04 01:30:00,9813,2016-03-04 01:30:27
2016-03-04 01:30:00,8243,2016-03-04 01:30:31
2016-03-04 01:30:00,7243,2016-03-04 01:30:35
2016-03-04 01:30:00,7934,2016-03-04 01:30:39
2016-03-04 01:30:00,7886,2016-03-04 01:31:06
2016-03-04 01:30:00,9063,2016-03-04 01:31:20
2016-03-04 01:30:00,0163,2016-03-04 01:31:50
2016-03-04 01:30:00,4514,2016-03-04 01:32:02
2016-03-04 01:30:00,4594,2016-03-04 01:33:27
2016-03-04 01:30:00,5594,2016-03-04 01:33:32
2016-03-04 01:30:00,5334,2016-03-04 01:33:55
2016-03-04 01:30:00,6334,2016-03-04 01:34:03
2016-03-04 01:30:00,8421,2016-03-04 01:34:29
2016-03-04 01:40:00,5566,2016-03-04 01:40:16
2016-03-04 01:40:00,2532,2016-03-04 01:40:19
2016-03-04 01:40:00,9244,2016-03-04 01:40:28
2016-03-04 01:40:00,9525,2016-03-04 01:40:32
2016-03-04 01:40:00,9813,2016-03-04 01:40:33
2016-03-04 01:40:00,8243,2016-03-04 01:40:39
2016-03-04 01:40:00,7243,2016-03-04 01:40:52
2016-03-04 01:40:00,7934,2016-03-04 01:40:57
2016-03-04 01:40:00,7886,2016-03-04 01:41:23
2016-03-04 01:40:00,9063,2016-03-04 01:41:39
2016-03-04 01:40:00,0163,2016-03-04 01:42:12
2016-03-04 01:40:00,4514,2016-03-04 01:42:20
2016-03-04 01:40:00,4594,2016-03-04 01:43:07
2016-03-04 01:40:00,5594,2016-03-04 01:43:18
2016-03-04 01:40:00,5334,2016-03-04 01:43:52
2016-03-04 01:40:00,6334,2016-03-04 01:44:01
2016-03-04 01:40:00,8421,2016-03-04 01:44:22
2016-03-04 01:50:00,5566,2016-03-04 01:50:13
2016-03-04 01:50:00,2532,2016-03-04 01:50:16
2016-03-04 01:50:00,9244,2016-03-04 01:50:23
2016-03-04 01:50:00,9525,2016-03-04 01:50:24
2016-03-04 01:50:00,9813,2016-03-04 01:50:26
2016-03-04 01:50:00,8243,2016-03-04 01:50:29
2016-03-04 01:50:00,7243,2016-03-04 01:50:34
2016-03-04 01:50:00,7934,2016-03-04 01:50:38
2016-03-04 01:50:00,7886,2016-03-04 01:50:57
2016-03-04 01:50:00,9063,2016-03-04 01:51:09
2016-03-04 01:50:00,0163,2016-03-04 01:51:43
2016-03-04 01:50:00,4514,2016-03-04 01:51:54
2016-03-04 01:50:00,4594,2016-03-04 01:52:25
2016-03-04 01:50:00,5594,2016-03-04 01:52:28
2016-03-04 01:50:00,5334,2016-03-04 01:52:37
2016-03-04 01:50:00,6334,2016-03-04 01:52:44
2016-03-04 01:50:00,8421,2016-03-04 01:52:59
2016-03-04 02:00:00,5566,2016-03-04 02:00:18
2016-03-04 02:00:00,2532,2016-03-04 02:00:22
2016-03-04 02:00:00,9244,2016-03-04 02:00:31
2016-03-04 02:00:00,9525,2016-03-04 02:00:34
2016-03-04 02:00:00,9813,2016-03-04 02:00:37
2016-03-04 02:00:00,8243,2016-03-04 02:00:43
2016-03-04 02:00:00,7243,2016-03-04 02:00:49
2016-03-04 02:00:00,7934,2016-03-04 02:00:52
2016-03-04 02:00:00,7886,2016-03-04 02:01:15
2016-03-04 02:00:00,9063,2016-03-04 02:01:26
2016-03-04 02:00:00,0163,2016-03-04 02:01:47
2016-03-04 02:00:00,4514,2016-03-04 02:01:57
2016-03-04 02:00:00,4594,2016-03-04 02:03:12
2016-03-04 02:00:00,5594,2016-03-04 02:03:21
2016-03-04 02:00:00,5334,2016-03-04 02:04:07
2016-03-04 02:00:00,6334,2016-03-04 02:04:11
2016-03-04 02:00:00,8421,2016-03-04 02:04:30
2016-03-04 02:10:00,5566,2016-03-04 02:10:16
2016-03-04 02:10:00,2532,2016-03-04 02:10:18
2016-03-04 02:10:00,9244,2016-03-04 02:10:25
2016-03-04 02:10:00,9525,2016-03-04 02:10:26
2016-03-04 02:10:00,9813,2016-03-04 02:10:29
2016-03-04 02:10:00,8243,2016-03-04 02:10:35
2016-03-04 02:10:00,7243,2016-03-04 02:10:38
2016-03-04 02:10:00,7934,2016-03-04 02:10:43
2016-03-04 02:10:00,7886,2016-03-04 02:11:17
2016-03-04 02:10:00,9063,2016-03-04 02:11:33
2016-03-04 02:10:00,0163,2016-03-04 02:12:03
2016-03-04 02:10:00,4514,2016-03-04 02:12:17
2016-03-04 02:10:00,4594,2016-03-04 02:13:32
2016-03-04 02:10:00,5594,2016-03-04 02:13:48
2016-03-04 02:10:00,5334,2016-03-04 02:14:25
2016-03-04 02:10:00,6334,2016-03-04 02:14:34
2016-03-04 02:10:00,8421,2016-03-04 02:15:19
2016-03-04 02:20:00,5566,2016-03-04 02:20:22
2016-03-04 02:20:00,2532,2016-03-04 02:20:26
2016-03-04 02:20:00,9244,2016-03-04 02:20:34
2016-03-04 02:20:00,9525,2016-03-04 02:20:36
2016-03-04 02:20:00,9813,2016-03-04 02:20:37
2016-03-04 02:20:00,8243,2016-03-04 02:20:41
2016-03-04 02:20:00,7243,2016-03-04 02:20:44
2016-03-04 02:20:00,7934,2016-03-04 02:20:47
2016-03-04 02:20:00,7886,2016-03-04 02:21:07
2016-03-04 02:20:00,9063,2016-03-04 02:21:18
2016-03-04 02:20:00,0163,2016-03-04 02:21:56
2016-03-04 02:20:00,4514,2016-03-04 02:22:07
2016-03-04 02:20:00,4594,2016-03-04 02:23:22
2016-03-04 02:20:00,5594,2016-03-04 02:23:28
2016-03-04 02:20:00,5334,2016-03-04 02:23:53
2016-03-04 02:20:00,6334,2016-03-04 02:24:07
2016-03-04 02:20:00,8421,2016-03-04 02:24:26
2016-03-04 02:30:00,5566,2016-03-04 02:30:19
2016-03-04 02:30:00,2532,2016-03-04 02:30:22
2016-03-04 02:30:00,9244,2016-03-04 02:30:31
2016-03-04 02:30:00,9525,2016-03-04 02:30:34
2016-03-04 02:30:00,9813,2016-03-04 02:30:36
2016-03-04 02:30:00,8243,2016-03-04 02:30:41
2016-03-04 02:30:00,7243,2016-03-04 02:30:48
2016-03-04 02:30:00,7934,2016-03-04 02:30:51
2016-03-04 02:30:00,7886,2016-03-04 02:31:08
2016-03-04 02:30:00,9063,2016-03-04 02:31:16
2016-03-04 02:30:00,0163,2016-03-04 02:31:30
2016-03-04 02:30:00,4514,2016-03-04 02:31:41
2016-03-04 02:30:00,4594,2016-03-04 02:33:15
2016-03-04 02:30:00,5594,2016-03-04 02:33:19
2016-03-04 02:30:00,5334,2016-03-04 02:33:28
2016-03-04 02:30:00,6334,2016-03-04 02:33:36
2016-03-04 02:30:00,8421,2016-03-04 02:33:49
2016-03-04 02:40:00,5566,2016-03-04 02:40:14
2016-03-04 02:40:00,2532,2016-03-04 02:40:17
2016-03-04 02:40:00,9244,2016-03-04 02:40:24
2016-03-04 02:40:00,9525,2016-03-04 02:40:26
2016-03-04 02:40:00,9813,2016-03-04 02:40:27
2016-03-04 02:40:00,8243,2016-03-04 02:40:30
2016-03-04 02:40:00,7243,2016-03-04 02:40:36
2016-03-04 02:40:00,7934,2016-03-04 02:40:41
2016-03-04 02:40:00,7886,2016-03-04 02:41:21
2016-03-04 02:40:00,9063,2016-03-04 02:41:38
2016-03-04 02:40:00,0163,2016-03-04 02:42:09
2016-03-04 02:40:00,4514,2016-03-04 02:42:15
2016-03-04 02:40:00,4594,2016-03-04 02:42:42
2016-03-04 02:40:00,5594,2016-03-04 02:42:45
2016-03-04 02:40:00,5334,2016-03-04 02:42:51
2016-03-04 02:40:00,6334,2016-03-04 02:42:57
2016-03-04 02:40:00,8421,2016-03-04 02:43:10
2016-03-04 02:50:00,5566,2016-03-04 02:50:14
2016-03-04 02:50:00,2532,2016-03-04 02:50:16
2016-03-04 02:50:00,9244,2016-03-04 02:50:22
2016-03-04 02:50:00,9525,2016-03-04 02:50:24
2016-03-04 02:50:00,9813,2016-03-04 02:50:25
2016-03-04 02:50:00,8243,2016-03-04 02:50:28
2016-03-04 02:50:00,7243,2016-03-04 02:50:38
2016-03-04 02:50:00,7934,2016-03-04 02:50:42
2016-03-04 02:50:00,7886,2016-03-04 02:51:08
2016-03-04 02:50:00,9063,2016-03-04 02:51:24
2016-03-04 02:50:00,0163,2016-03-04 02:52:27
2016-03-04 02:50:00,4514,2016-03-04 02:52:40
2016-03-04 02:50:00,4594,2016-03-04 02:53:34
2016-03-04 02:50:00,5594,2016-03-04 02:53:38
2016-03-04 02:50:00,5334,2016-03-04 02:53:46
2016-03-04 02:50:00,6334,2016-03-04 02:53:53
2016-03-04 02:50:00,8421,2016-03-04 02:54:15
2016-03-04 03:00:00,5566,2016-03-04 03:00:17
2016-03-04 03:00:00,2532,2016-03-04 03:00:19
2016-03-04 03:00:00,9244,2016-03-04 03:00:26
2016-03-04 03:00:00,9525,2016-03-04 03:00:28
2016-03-04 03:00:00,9813,2016-03-04 03:00:29
2016-03-04 03:00:00,8243,2016-03-04 03:00:33
2016-03-04 03:00:00,7243,2016-03-04 03:00:42
2016-03-04 03:00:00,7934,2016-03-04 03:00:45
2016-03-04 03:00:00,7886,2016-03-04 03:01:12
2016-03-04 03:00:00,9063,2016-03-04 03:01:28
2016-03-04 03:00:00,0163,2016-03-04 03:02:03
2016-03-04 03:00:00,4514,2016-03-04 03:02:11
2016-03-04 03:00:00,4594,2016-03-04 03:03:14
2016-03-04 03:00:00,5594,2016-03-04 03:03:18
2016-03-04 03:00:00,5334,2016-03-04 03:03:29
2016-03-04 03:00:00,6334,2016-03-04 03:03:35
2016-03-04 03:00:00,8421,2016-03-04 03:03:54
2016-03-04 03:10:00,5566,2016-03-04 03:10:29
2016-03-04 03:10:00,2532,2016-03-04 03:10:35
2016-03-04 03:10:00,9244,2016-03-04 03:10:57
2016-03-04 03:10:00,9525,2016-03-04 03:11:03
2016-03-04 03:10:00,9813,2016-03-04 03:11:09
2016-03-04 03:10:00,8243,2016-03-04 03:11:28
2016-03-04 03:10:00,7243,2016-03-04 03:11:37
2016-03-04 03:10:00,7934,2016-03-04 03:11:40
2016-03-04 03:10:00,7886,2016-03-04 03:11:58
2016-03-04 03:10:00,9063,2016-03-04 03:12:12
2016-03-04 03:10:00,0163,2016-03-04 03:12:35
2016-03-04 03:10:00,4514,2016-03-04 03:12:41
2016-03-04 03:10:00,4594,2016-03-04 03:13:08
2016-03-04 03:10:00,5594,2016-03-04 03:13:12
2016-03-04 03:10:00,5334,2016-03-04 03:13:20
2016-03-04 03:10:00,6334,2016-03-04 03:13:27
2016-03-04 03:10:00,8421,2016-03-04 03:13:45
2016-03-04 03:20:00,5566,2016-03-04 03:20:16
2016-03-04 03:20:00,2532,2016-03-04 03:20:18
2016-03-04 03:20:00,9244,2016-03-04 03:20:25
2016-03-04 03:20:00,9525,2016-03-04 03:20:26
2016-03-04 03:20:00,9813,2016-03-04 03:20:28
2016-03-04 03:20:00,8243,2016-03-04 03:20:35
2016-03-04 03:20:00,7243,2016-03-04 03:20:52
2016-03-04 03:20:00,7934,2016-03-04 03:20:56
2016-03-04 03:20:00,7886,2016-03-04 03:21:22
2016-03-04 03:20:00,9063,2016-03-04 03:21:35
2016-03-04 03:20:00,0163,2016-03-04 03:21:58
2016-03-04 03:20:00,4514,2016-03-04 03:22:05
2016-03-04 03:20:00,4594,2016-03-04 03:22:30
2016-03-04 03:20:00,5594,2016-03-04 03:22:33
2016-03-04 03:20:00,5334,2016-03-04 03:22:42
2016-03-04 03:20:00,6334,2016-03-04 03:22:49
2016-03-04 03:20:00,8421,2016-03-04 03:23:24
2016-03-04 03:30:00,5566,2016-03-04 03:30:13
2016-03-04 03:30:00,2532,2016-03-04 03:30:16
2016-03-04 03:30:00,9244,2016-03-04 03:30:22
2016-03-04 03:30:00,9525,2016-03-04 03:30:24
2016-03-04 03:30:00,9813,2016-03-04 03:30:25
2016-03-04 03:30:00,8243,2016-03-04 03:30:29
2016-03-04 03:30:00,7243,2016-03-04 03:30:33
2016-03-04 03:30:00,7934,2016-03-04 03:30:37
2016-03-04 03:30:00,7886,2016-03-04 03:31:05
2016-03-04 03:30:00,9063,2016-03-04 03:31:21
2016-03-04 03:30:00,0163,2016-03-04 03:32:03
2016-03-04 03:30:00,4514,2016-03-04 03:32:19
2016-03-04 03:30:00,4594,2016-03-04 03:33:19
2016-03-04 03:30:00,5594,2016-03-04 03:33:23
2016-03-04 03:30:00,5334,2016-03-04 03:33:38
2016-03-04 03:30:00,6334,2016-03-04 03:33:54
2016-03-04 03:30:00,8421,2016-03-04 03:34:19
2016-03-04 03:40:00,5566,2016-03-04 03:40:18
2016-03-04 03:40:00,2532,2016-03-04 03:40:22
2016-03-04 03:40:00,9244,2016-03-04 03:40:31
2016-03-04 03:40:00,9525,2016-03-04 03:40:33
2016-03-04 03:40:00,9813,2016-03-04 03:40:35
2016-03-04 03:40:00,8243,2016-03-04 03:40:40
2016-03-04 03:40:00,7243,2016-03-04 03:40:46
2016-03-04 03:40:00,7934,2016-03-04 03:40:49
2016-03-04 03:40:00,7886,2016-03-04 03:41:09
2016-03-04 03:40:00,9063,2016-03-04 03:41:18
2016-03-04 03:40:00,0163,2016-03-04 03:41:36
2016-03-04 03:40:00,4514,2016-03-04 03:41:41
2016-03-04 03:40:00,4594,2016-03-04 03:42:50
2016-03-04 03:40:00,5594,2016-03-04 03:42:53
2016-03-04 03:40:00,5334,2016-03-04 03:42:58
2016-03-04 03:40:00,6334,2016-03-04 03:43:01
2016-03-04 03:40:00,8421,2016-03-04 03:43:16
2016-03-04 03:50:00,5566,2016-03-04 03:50:14
2016-03-04 03:50:00,2532,2016-03-04 03:50:17
2016-03-04 03:50:00,9244,2016-03-04 03:50:23
2016-03-04 03:50:00,9525,2016-03-04 03:50:25
2016-03-04 03:50:00,9813,2016-03-04 03:50:26
2016-03-04 03:50:00,8243,2016-03-04 03:50:32
2016-03-04 03:50:00,7243,2016-03-04 03:51:20
2016-03-04 03:50:00,7934,2016-03-04 03:51:25
2016-03-04 03:50:00,7886,2016-03-04 03:51:47
2016-03-04 03:50:00,9063,2016-03-04 03:52:06
2016-03-04 03:50:00,0163,2016-03-04 03:53:06
2016-03-04 03:50:00,4514,2016-03-04 03:53:11
2016-03-04 03:50:00,4594,2016-03-04 03:53:44
2016-03-04 03:50:00,5594,2016-03-04 03:53:47
2016-03-04 03:50:00,5334,2016-03-04 03:53:53
2016-03-04 03:50:00,6334,2016-03-04 03:54:02
2016-03-04 03:50:00,8421,2016-03-04 03:54:17
2016-03-04 04:00:00,5566,2016-03-04 04:00:14
2016-03-04 04:00:00,2532,2016-03-04 04:00:16
2016-03-04 04:00:00,9244,2016-03-04 04:00:23
2016-03-04 04:00:00,9525,2016-03-04 04:00:25
2016-03-04 04:00:00,9813,2016-03-04 04:00:26
2016-03-04 04:00:00,8243,2016-03-04 04:00:30
2016-03-04 04:00:00,7243,2016-03-04 04:00:51
2016-03-04 04:00:00,7934,2016-03-04 04:01:00
2016-03-04 04:00:00,7886,2016-03-04 04:01:26
2016-03-04 04:00:00,9063,2016-03-04 04:01:40
2016-03-04 04:00:00,0163,2016-03-04 04:01:59
2016-03-04 04:00:00,4514,2016-03-04 04:02:05
2016-03-04 04:00:00,4594,2016-03-04 04:02:24
2016-03-04 04:00:00,5594,2016-03-04 04:02:26
2016-03-04 04:00:00,5334,2016-03-04 04:02:31
2016-03-04 04:00:00,6334,2016-03-04 04:02:55
2016-03-04 04:00:00,8421,2016-03-04 04:03:04
2016-03-04 04:10:00,5566,2016-03-04 04:10:12
2016-03-04 04:10:00,2532,2016-03-04 04:10:15
2016-03-04 04:10:00,9244,2016-03-04 04:10:24
2016-03-04 04:10:00,9525,2016-03-04 04:10:26
2016-03-04 04:10:00,9813,2016-03-04 04:10:27
2016-03-04 04:10:00,8243,2016-03-04 04:10:31
2016-03-04 04:10:00,7243,2016-03-04 04:10:40
2016-03-04 04:10:00,7934,2016-03-04 04:10:48
2016-03-04 04:10:00,7886,2016-03-04 04:11:16
2016-03-04 04:10:00,9063,2016-03-04 04:11:30
2016-03-04 04:10:00,0163,2016-03-04 04:11:48
2016-03-04 04:10:00,4514,2016-03-04 04:11:54
2016-03-04 04:10:00,4594,2016-03-04 04:12:25
2016-03-04 04:10:00,5594,2016-03-04 04:12:28
2016-03-04 04:10:00,5334,2016-03-04 04:12:34
2016-03-04 04:10:00,6334,2016-03-04 04:12:38
2016-03-04 04:10:00,8421,2016-03-04 04:12:53
2016-03-04 04:20:00,5566,2016-03-04 04:20:11
2016-03-04 04:20:00,2532,2016-03-04 04:20:13
2016-03-04 04:20:00,9244,2016-03-04 04:20:19
2016-03-04 04:20:00,9525,2016-03-04 04:20:20
2016-03-04 04:20:00,9813,2016-03-04 04:20:21
2016-03-04 04:20:00,8243,2016-03-04 04:20:24
2016-03-04 04:20:00,7243,2016-03-04 04:20:35
2016-03-04 04:20:00,7934,2016-03-04 04:20:40
2016-03-04 04:20:00,7886,2016-03-04 04:21:16
2016-03-04 04:20:00,9063,2016-03-04 04:21:33
2016-03-04 04:20:00,0163,2016-03-04 04:22:09
2016-03-04 04:20:00,4514,2016-03-04 04:22:23
2016-03-04 04:20:00,4594,2016-03-04 04:23:20
2016-03-04 04:20:00,5594,2016-03-04 04:23:25
2016-03-04 04:20:00,5334,2016-03-04 04:23:34
2016-03-04 04:20:00,6334,2016-03-04 04:23:44
2016-03-04 04:20:00,8421,2016-03-04 04:24:13
2016-03-04 04:30:00,5566,2016-03-04 04:30:13
2016-03-04 04:30:00,2532,2016-03-04 04:30:15
2016-03-04 04:30:00,9244,2016-03-04 04:30:22
2016-03-04 04:30:00,9525,2016-03-04 04:30:24
2016-03-04 04:30:00,9813,2016-03-04 04:30:25
2016-03-04 04:30:00,8243,2016-03-04 04:30:28
2016-03-04 04:30:00,7243,2016-03-04 04:30:32
2016-03-04 04:30:00,7934,2016-03-04 04:30:35
2016-03-04 04:30:00,7886,2016-03-04 04:31:01
2016-03-04 04:30:00,9063,2016-03-04 04:31:15
2016-03-04 04:30:00,0163,2016-03-04 04:31:43
2016-03-04 04:30:00,4514,2016-03-04 04:31:56
2016-03-04 04:30:00,4594,2016-03-04 04:33:10
2016-03-04 04:30:00,5594,2016-03-04 04:33:12
2016-03-04 04:30:00,5334,2016-03-04 04:33:19
2016-03-04 04:30:00,6334,2016-03-04 04:33:28
2016-03-04 04:30:00,8421,2016-03-04 04:33:40
2016-03-04 04:40:00,5566,2016-03-04 04:40:13
2016-03-04 04:40:00,2532,2016-03-04 04:40:16
2016-03-04 04:40:00,9244,2016-03-04 04:40:22
2016-03-04 04:40:00,9525,2016-03-04 04:40:23
2016-03-04 04:40:00,9813,2016-03-04 04:40:25
